,movie_id,original_title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,profit,roi,release_year,is_sucssfull
624,72331,Abraham Lincoln: Vampire Hunter,2012-06-20,69000000,112265139,94.0,5.5,1269,38.634767,43265139,0.63,2012,1
625,1844,Entrapment,1999-04-29,66000000,212404396,112.0,6.0,602,25.877794,146404396,2.22,1999,1
626,846,The X Files,1998-06-19,66000000,189198313,121.0,6.6,488,18.59991,123198313,1.87,1998,1
627,9703,The Last Legion,2007-04-19,67000000,25303038,102.0,5.0,207,12.282911,-41696962,-0.62,2007,0
628,857,Saving Private Ryan,1998-07-24,70000000,481840909,169.0,7.9,5048,76.041867,411840909,5.88,1998,1
629,136797,Need for Speed,2014-03-13,66000000,203277636,130.0,6.1,1520,54.81489,137277636,2.08,2014,1
630,3981,What Women Want,2000-12-15,70000000,374111707,127.0,6.1,992,31.39165,304111707,4.34,2000,1
631,425,Ice Age,2002-03-10,59000000,383257136,81.0,7.1,3857,99.561972,324257136,5.5,2002,1
632,6171,Dreamcatcher,2003-03-21,68000000,75715436,136.0,5.3,567,26.792794,7715436,0.11,2003,1
633,72976,Lincoln,2012-11-09,65000000,275293450,149.0,6.7,1429,36.307296,210293450,3.24,2012,1
634,603,The Matrix,1999-03-30,63000000,463517383,136.0,7.9,8907,104.309993,400517383,6.36,1999,1
635,568,Apollo 13,1995-06-30,52000000,355237933,140.0,7.3,1599,68.140214,303237933,5.83,1995,1
636,9021,The Santa Clause 2,2002-10-31,65000000,172855065,104.0,5.5,297,14.646884,107855065,1.66,2002,1
637,82695,Les Misérables,2012-12-18,61000000,441809770,157.0,7.1,1884,48.356214,380809770,6.24,2012,1
638,9489,You've Got Mail,1998-12-17,65000000,250821495,119.0,6.3,838,28.540267,185821495,2.86,1998,1
639,12133,Step Brothers,2008-07-25,65000000,128107642,98.0,6.5,1062,22.977983,63107642,0.97,2008,1
640,9342,The Mask of Zorro,1998-07-16,95000000,250288523,136.0,6.3,1183,31.086791,155288523,1.63,1998,1
641,41733,Due Date,2010-11-04,65000000,211780824,95.0,6.2,1685,43.865294,146780824,2.26,2010,1
642,227306,Unbroken,2014-12-25,65000000,163442937,137.0,7.3,1400,43.055253,98442937,1.51,2014,1
643,5551,Space Cowboys,2000-07-31,65000000,128884132,130.0,6.3,403,15.772081,63884132,0.98,2000,1
644,9350,Cliffhanger,1993-05-28,70000000,255000211,112.0,6.1,588,26.19909,185000211,2.64,1993,1
645,9208,Broken Arrow,1996-02-09,50000000,150270147,108.0,5.7,453,22.769108,100270147,2.01,1996,1
646,4244,The Kid,2000-07-07,65000000,69700000,104.0,6.0,238,18.281798,4700000,0.07,2000,1
647,1852,World Trade Center,2006-08-09,63000000,162945894,128.0,5.9,447,24.697533,99945894,1.59,2006,1
648,11820,Mona Lisa Smile,2003-12-19,65000000,0,117.0,6.5,393,19.718544,-65000000,-1.0,2003,0
649,76493,The Dictator,2012-05-15,65000000,179379533,83.0,5.9,1743,31.349143,114379533,1.76,2012,1
650,345,Eyes Wide Shut,1999-07-14,65000000,162091208,159.0,7.1,1234,27.870312,97091208,1.49,1999,1
651,196867,Annie,2014-12-19,65000000,133821816,119.0,6.0,466,33.439187,68821816,1.06,2014,1
652,256591,Focus,2015-02-25,50100000,153962963,105.0,6.7,2542,59.634029,103862963,2.07,2015,1
653,59962,This Means War,2012-02-14,65000000,156974557,103.0,5.9,1389,38.994297,91974557,1.41,2012,1
654,36648,Blade: Trinity,2004-12-08,65000000,128905366,123.0,5.7,1252,49.660055,63905366,0.98,2004,1
655,1880,Red Dawn,1984-08-10,4200000,38376497,114.0,6.4,215,11.743085,34176497,8.14,1984,1
656,9440,Primary Colors,1998-03-20,65000000,0,143.0,6.1,94,9.110247,-65000000,-1.0,1998,0
657,71679,Resident Evil: Retribution,2012-09-12,65000000,240159255,95.0,5.6,1600,6.227675,175159255,2.69,2012,1
658,10483,Death Race,2008-08-22,45000000,73762516,105.0,6.0,1175,42.57877,28762516,0.64,2008,1
659,11412,The Long Kiss Goodnight,1996-10-11,65000000,89456761,120.0,6.5,314,15.858629,24456761,0.38,1996,1
660,11983,Proof of Life,2000-12-08,65000000,0,135.0,6.0,208,14.866901,-65000000,-1.0,2000,0
661,6795,Zathura: A Space Adventure,2005-11-06,65000000,64321501,101.0,6.1,779,15.194239,-678499,-0.01,2005,0
662,550,Fight Club,1999-10-15,63000000,100853753,139.0,8.3,9413,146.757391,37853753,0.6,1999,1
663,11170,We Are Marshall,2006-12-12,65000000,43545364,124.0,6.7,186,8.629665,-21454636,-0.33,2006,0
664,9292,Hudson Hawk,1991-05-23,65000000,17218080,100.0,5.4,269,16.803457,-47781920,-0.74,1991,0
665,10783,Lucky Numbers,2000-10-27,65000000,0,105.0,4.9,52,2.952595,-65000000,-1.0,2000,0
666,100241,"I, Frankenstein",2014-01-22,65000000,71154592,92.0,5.0,687,31.324734,6154592,0.09,2014,1
667,257,Oliver Twist,2005-09-23,50000000,42093706,130.0,6.7,274,20.415572,-7906294,-0.16,2005,0
668,9947,Elektra,2005-01-13,43000000,56681566,97.0,4.8,575,28.613892,13681566,0.32,2005,1
669,189,Sin City: A Dame to Kill For,2014-08-20,65000000,39407616,102.0,6.3,1286,85.428395,-25592384,-0.39,2014,0
670,12618,Random Hearts,1999-10-08,64000000,74608570,133.0,5.3,63,4.137237,10608570,0.17,1999,1
671,253412,Everest,2015-09-10,55000000,203427584,121.0,6.7,1772,60.246978,148427584,2.7,2015,1
672,1427,Perfume: The Story of a Murderer,2006-09-13,50000000,132180323,147.0,7.1,1165,42.551902,82180323,1.64,2006,1
673,818,Austin Powers in Goldmember,2002-07-26,63000000,296655431,94.0,5.9,979,40.137264,233655431,3.71,2002,1
674,16577,Astro Boy,2009-10-15,65000000,44091067,94.0,6.1,409,24.857079,-20908933,-0.32,2009,0
675,329,Jurassic Park,1993-06-11,63000000,920100000,127.0,7.6,4856,40.413191,857100000,13.6,1993,1
676,12160,Wyatt Earp,1994-06-24,63000000,25052000,191.0,6.5,202,13.859307,-37948000,-0.6,1994,0
677,9331,Clear and Present Danger,1994-08-03,62000000,215887717,141.0,6.4,386,18.832471,153887717,2.48,1994,1
678,300168,天將雄師,2015-02-19,65000000,121545703,127.0,5.9,145,9.568884,56545703,0.87,2015,1
679,9072,Little Man,2006-08-31,64000000,101595121,98.0,5.3,261,12.421504,37595121,0.59,2006,1
680,3536,U-571,2000-04-20,62000000,127666415,116.0,6.1,340,18.096884,65666415,1.06,2000,1
681,9087,The American President,1995-11-17,62000000,107879496,106.0,6.5,195,11.056763,45879496,0.74,1995,1
682,12177,The Love Guru,2008-06-20,62000000,41819064,87.0,4.3,242,13.218008,-20180936,-0.33,2008,0
683,12138,3000 Miles to Graceland,2001-02-23,62000000,18720175,125.0,5.8,178,11.262655,-43279825,-0.7,2001,0
684,273248,The Hateful Eight,2015-12-25,44000000,155760117,167.0,7.6,4274,68.717016,111760117,2.54,2015,1
685,9955,Blades of Glory,2007-03-30,53000000,0,93.0,5.9,569,19.412028,-53000000,-1.0,2007,0
686,50359,Hop,2011-03-30,63000000,183953723,95.0,5.5,331,16.791058,120953723,1.92,2011,1
687,1271,300,2006-12-09,65000000,422610419,117.0,7.0,4997,65.197968,357610419,5.5,2006,1
688,693,Meet the Fockers,2004-12-22,80000000,516642939,115.0,6.1,1373,32.829538,436642939,5.46,2004,1
689,14306,Marley & Me,2008-12-25,60000000,244082376,115.0,6.9,1343,30.951203,184082376,3.07,2008,1
690,497,The Green Mile,1999-12-10,60000000,284600000,189.0,8.2,4048,103.698022,224600000,3.74,1999,1
691,11199,Wild Hogs,2007-03-02,0,253625427,100.0,5.6,648,31.719463,253625427,253625427.0,2007,1
692,9982,Chicken Little,2005-11-04,150000000,314432665,81.0,5.6,944,47.973995,164432665,1.1,2005,1
693,210577,Gone Girl,2014-10-01,61000000,369330363,145.0,7.9,5862,143.041543,308330363,5.05,2014,1
694,2501,The Bourne Identity,2002-06-14,60000000,214034224,119.0,7.3,3583,86.476817,154034224,2.57,2002,1
695,710,GoldenEye,1995-11-16,58000000,352194034,130.0,6.6,1174,59.824565,294194034,5.07,1995,1
696,2275,The General's Daughter,1999-06-18,60000000,149705852,116.0,6.1,205,18.345613,89705852,1.5,1999,1
697,37165,The Truman Show,1998-06-04,60000000,264118201,103.0,7.8,4537,56.488027,204118201,3.4,1998,1
698,9837,The Prince of Egypt,1998-12-15,70000000,218613188,99.0,6.8,817,29.464852,148613188,2.12,1998,1
699,10708,Daddy Day Care,2003-05-03,60000000,164433867,92.0,5.6,506,18.106021,104433867,1.74,2003,1
700,136400,2 Guns,2013-08-02,61000000,131940411,109.0,6.6,1589,42.881415,70940411,1.16,2013,1
701,10992,Cats & Dogs,2001-07-04,60000000,93375151,87.0,5.0,352,18.735024,33375151,0.56,2001,1
702,9654,The Italian Job,2003-05-30,60000000,176070171,110.0,6.6,1919,62.766854,116070171,1.93,2003,1
703,2642,Two Weeks Notice,2002-12-19,60000000,93354918,101.0,5.9,487,24.153567,33354918,0.56,2002,1
704,8916,Antz,1998-10-02,60000000,171757863,83.0,6.0,1272,41.515702,111757863,1.86,1998,1
705,19899,Couples Retreat,2009-09-19,70000000,171844840,113.0,5.3,588,26.676487,101844840,1.45,2009,1
706,2119,Days of Thunder,1990-06-27,60000000,157920733,107.0,5.9,353,16.278022,97920733,1.63,1990,1
707,9641,Cheaper by the Dozen 2,2005-12-21,60000000,129181830,94.0,5.7,526,18.831023,69181830,1.15,2005,1
708,294254,Maze Runner: The Scorch Trials,2015-09-09,61000000,311256926,132.0,6.4,3040,113.161483,250256926,4.1,2015,1
709,38167,Eat Pray Love,2010-08-12,60000000,204594016,133.0,5.8,636,28.800112,144594016,2.41,2010,1
710,5994,The Family Man,2000-12-12,60000000,0,125.0,6.5,521,19.705489,-60000000,-1.0,2000,0
711,39514,RED,2010-10-13,58000000,71664962,111.0,6.6,2808,41.430245,13664962,0.24,2010,1
712,9563,Any Given Sunday,1999-12-16,55000000,100230832,163.0,6.8,422,23.127561,45230832,0.82,1999,1
713,547,The Horse Whisperer,1998-05-14,60000000,186883563,170.0,6.7,292,12.867352,126883563,2.11,1998,1
714,1538,Collateral,2004-08-04,65000000,217764291,120.0,7.0,1451,44.815022,152764291,2.35,2004,1
715,9334,The Scorpion King,2002-04-16,60000000,165333180,92.0,5.3,779,37.537093,105333180,1.76,2002,1
716,11128,Ladder 49,2004-10-01,60000000,74541707,115.0,6.2,207,10.99991,14541707,0.24,2004,1
717,75780,Jack Reacher,2012-12-20,60000000,218340595,130.0,6.3,2998,56.868399,158340595,2.64,2012,1
718,8914,Deep Blue Sea,1999-07-28,60000000,73648228,105.0,5.6,604,22.991269,13648228,0.23,1999,1
719,13576,Michael Jackson's This Is It,2009-10-28,60000000,0,111.0,6.7,247,15.798622,-60000000,-1.0,2009,0
720,39538,Contagion,2011-09-08,60000000,137551594,106.0,6.2,1325,38.820858,77551594,1.29,2011,1
721,10628,Kangaroo Jack,2003-01-17,0,0,89.0,4.3,203,10.292864,0,0.0,2003,0
722,14836,Coraline,2009-02-05,60000000,124596398,100.0,7.3,1386,51.146047,64596398,1.08,2009,1
723,8645,The Happening,2008-06-11,60000000,163403799,91.0,4.9,950,20.501582,103403799,1.72,2008,1
724,9509,Man on Fire,2004-04-23,70000000,130293714,146.0,7.3,1553,45.299089,60293714,0.86,2004,1
725,10067,The Shaggy Dog,2006-03-09,50000000,61112916,98.0,4.5,137,4.280619,11112916,0.22,2006,1
726,9384,Starsky & Hutch,2004-03-05,60000000,170268750,101.0,5.6,644,28.848842,110268750,1.84,2004,1
727,9279,Jingle All the Way,1996-11-15,60000000,129832389,89.0,5.5,575,22.501041,69832389,1.16,1996,1
728,1487,Hellboy,2004-04-02,66000000,99318987,122.0,6.5,2225,47.479755,33318987,0.5,2004,1
729,9422,A Civil Action,1998-03-05,70000000,56702901,115.0,6.1,109,10.147321,-13297099,-0.19,1998,0
730,77174,ParaNorman,2012-08-03,60000000,107139399,90.0,6.7,789,39.539045,47139399,0.79,2012,1
731,4824,The Jackal,1997-11-14,60000000,159330280,124.0,6.1,527,19.747459,99330280,1.66,1997,1
732,9620,Paycheck,2003-12-25,60000000,96269812,119.0,5.9,581,29.018826,36269812,0.6,2003,1
733,9302,Up Close & Personal,1996-03-01,60000000,0,119.0,5.9,50,4.801849,-60000000,-1.0,1996,0
734,10199,The Tale of Despereaux,2008-12-19,60000000,50877145,93.0,5.8,258,16.493576,-9122855,-0.15,2008,0
735,10771,The Tuxedo,2002-09-27,0,0,98.0,5.3,483,21.549232,0,0.0,2002,0
736,3512,Under Siege 2: Dark Territory,1995-07-13,60000000,104324083,100.0,5.6,210,13.080725,44324083,0.74,1995,1
737,137094,Jack Ryan: Shadow Recruit,2014-01-15,60000000,50549107,105.0,5.9,1173,42.538258,-9450893,-0.16,2014,0
738,274479,Joy,2015-12-24,60000000,101134059,124.0,6.4,1581,29.876507,41134059,0.69,2015,1
739,267860,London Has Fallen,2016-03-02,60000000,205754447,99.0,5.8,1621,61.849521,145754447,2.43,2016,1
740,8078,Alien: Resurrection,1997-11-12,70000000,162000000,109.0,5.9,1365,37.44963,92000000,1.31,1997,1
741,7485,Shooter,2007-03-22,61000000,95696996,124.0,6.9,1462,37.378081,34696996,0.57,2007,1
742,170687,The Boxtrolls,2014-09-10,60000000,108255770,97.0,6.6,668,30.656345,48255770,0.8,2014,1
743,6435,Practical Magic,1998-10-16,75000000,46683377,104.0,6.3,338,15.142701,-28316623,-0.38,1998,0
744,137106,The Lego Movie,2014-02-06,60000000,469160692,100.0,7.5,3070,59.547928,409160692,6.82,2014,1
745,10040,Miss Congeniality 2: Armed and Fabulous,2005-03-11,0,0,115.0,5.3,425,19.998581,0,0.0,2005,0
746,6278,Reign of Fire,2002-07-12,60000000,43061982,101.0,6.0,669,27.615108,-16938018,-0.28,2002,0
747,82682,Gangster Squad,2013-01-10,60000000,105200903,113.0,6.2,1778,29.041198,45200903,0.75,2013,1
748,17610,Year One,2009-06-18,60000000,62357900,97.0,4.6,524,25.293538,2357900,0.04,2009,1
749,22954,Invictus,2009-12-10,60000000,122233971,134.0,7.0,1125,23.85119,62233971,1.04,2009,1
750,16995,State of Play,2009-04-17,60000000,87784194,127.0,6.7,484,21.685719,27784194,0.46,2009,1
751,16558,Duplicity,2009-03-19,78146652,60000000,125.0,5.7,201,13.630049,-18146652,-0.23,2009,0
752,9849,My Favorite Martian,1999-02-11,65000000,36850101,94.0,5.1,80,6.80692,-28149899,-0.43,1999,0
753,5820,The Sentinel,2006-04-19,60000000,77920346,108.0,5.8,225,15.352807,17920346,0.3,2006,1
754,16866,Planet 51,2009-11-19,70000000,104945765,91.0,5.6,556,23.661071,34945765,0.5,2009,1
755,201,Star Trek: Nemesis,2002-12-13,60000000,67312826,117.0,6.1,479,21.605533,7312826,0.12,2002,1
756,11775,Intolerable Cruelty,2003-09-02,60000000,119940815,100.0,5.8,391,22.620125,59940815,1.0,2003,1
757,87825,Trouble with the Curve,2012-09-21,0,0,111.0,6.6,366,18.587114,0,0.0,2012,0
758,12201,Edge of Darkness,2010-01-29,80000000,74901339,117.0,6.2,487,24.657931,-5098661,-0.06,2010,0
759,11015,The Relic,1997-01-10,60000000,33956608,110.0,5.8,130,12.621769,-26043392,-0.43,1997,0
760,9932,Analyze That,2002-12-06,60000000,55003135,96.0,5.7,380,21.08952,-4996865,-0.08,2002,0
761,13389,Righteous Kill,2008-09-11,60000000,73174566,101.0,5.9,375,18.380176,13174566,0.22,2008,1
762,8838,Mercury Rising,1998-04-03,60000000,0,111.0,6.0,368,18.877795,-60000000,-1.0,1998,0
763,17332,The Soloist,2009-04-24,60000000,31720158,109.0,6.6,234,17.299333,-28279842,-0.47,2009,0
764,4958,The Legend of Bagger Vance,2000-11-02,80000000,39459427,126.0,6.3,251,16.848899,-40540573,-0.51,2000,0
765,786,Almost Famous,2000-09-15,60000000,47383689,122.0,7.4,797,21.547446,-12616311,-0.21,2000,0
766,9513,Garfield: A Tail of Two Kitties,2006-06-15,0,141702264,78.0,5.1,464,16.930969,141702264,141702264.0,2006,1
767,11679,xXx: State of the Union,2005-04-27,60000000,71073932,101.0,4.7,549,36.689223,11073932,0.18,2005,1
768,38321,Priest,2011-05-05,60000000,78309131,87.0,5.4,692,28.350927,18309131,0.31,2011,1
769,14411,Sinbad: Legend of the Seven Seas,2003-07-02,60000000,26288320,86.0,6.6,372,18.815442,-33711680,-0.56,2003,0
770,8413,Event Horizon,1997-08-15,60000000,26673242,96.0,6.5,742,29.787135,-33326758,-0.56,1997,0
771,10052,Dragonfly,2002-02-22,60000000,52322400,104.0,6.1,204,8.927137,-7677600,-0.13,2002,0
772,9676,The Black Dahlia,2006-09-15,50000000,49111202,121.0,5.7,287,15.213484,-888798,-0.02,2006,0
773,9664,Flyboys,2006-09-22,60000000,17800000,140.0,6.3,271,13.155999,-42200000,-0.7,2006,0
774,2100,The Last Castle,2001-10-19,72000000,27642707,131.0,7.0,285,15.433244,-44357293,-0.62,2001,0
775,10384,Supernova,2000-01-14,90000000,14828081,91.0,4.9,109,5.762037,-75171919,-0.84,2000,0
776,137321,Winter's Tale,2014-02-13,60000000,30800231,118.0,6.0,487,22.736038,-29199769,-0.49,2014,0
777,123553,The Mortal Instruments: City of Bones,2013-08-21,60000000,90565421,130.0,6.2,1602,45.514031,30565421,0.51,2013,1
778,11260,Meet Dave,2008-07-08,60000000,50650079,90.0,5.0,371,18.676291,-9349921,-0.16,2008,0
779,9009,Dark Water,2005-06-27,30000000,25473093,105.0,5.3,274,14.376463,-4526907,-0.15,2005,0
780,11374,Edtv,1999-03-26,80000000,0,122.0,5.7,166,14.298297,-80000000,-1.0,1999,0
781,2309,Inkheart,2008-12-11,60000000,57490374,106.0,6.0,592,27.018886,-2509626,-0.04,2008,0
782,8285,The Spirit,2008-12-25,60000000,39031337,103.0,4.7,320,14.84856,-20968663,-0.35,2008,0
783,210860,Mortdecai,2015-01-21,60000000,30418560,106.0,5.4,1055,52.417529,-29581440,-0.49,2015,0
784,2312,In the Name of the King: A Dungeon Siege Tale,2007-11-29,60000000,0,127.0,4.1,224,15.406173,-60000000,-1.0,2007,0
785,9839,Beyond Borders,2003-10-23,35000000,0,127.0,6.7,110,6.523472,-35000000,-1.0,2003,0
786,381902,西游记之孙悟空三打白骨精,2016-01-22,68490000,193677158,120.0,6.0,24,4.72629,125187158,1.83,2016,1
787,13922,The Great Raid,2005-08-12,80000000,10166502,132.0,6.8,91,8.923215,-69833498,-0.87,2005,0
788,293660,Deadpool,2016-02-09,58000000,783112979,108.0,7.4,10995,514.569956,725112979,12.5,2016,1
789,9713,Holy Man,1998-10-08,60000000,0,114.0,4.9,111,9.265672,-60000000,-1.0,1998,0
790,190859,American Sniper,2014-12-11,58800000,542307423,133.0,7.4,4469,87.53437,483507423,8.22,2014,1
791,257445,Goosebumps,2015-08-05,58000000,158162788,103.0,6.2,995,45.351617,100162788,1.73,2015,1
792,9007,Just Like Heaven,2005-09-16,58000000,102854431,95.0,6.5,579,13.43573,44854431,0.77,2005,1
793,889,The Flintstones in Viva Rock Vegas,2000-04-28,83000000,59468275,90.0,4.4,134,6.248309,-23531725,-0.28,2000,0
794,1370,Rambo III,1988-05-24,63000000,189015611,102.0,5.7,690,31.294717,126015611,2.0,1988,1
795,4942,Leatherheads,2008-03-24,58000000,41299492,114.0,5.7,130,7.739276,-16700508,-0.29,2008,0
796,347969,The Ridiculous 6,2015-12-11,60000000,0,119.0,4.9,388,19.694695,-60000000,-1.0,2015,0
797,24438,Did You Hear About the Morgans?,2009-12-17,58000000,85280250,103.0,5.1,276,14.403696,27280250,0.47,2009,1
798,116741,The Internship,2013-06-07,58000000,44000000,119.0,6.1,1658,1.551497,-14000000,-0.24,2013,0
799,35791,Resident Evil: Afterlife,2010-09-09,60000000,300228084,97.0,5.8,1363,2.143764,240228084,4.0,2010,1
800,72431,Red Tails,2012-01-19,58000000,50365377,125.0,5.9,178,12.29603,-7634623,-0.13,2012,0
801,1813,The Devil's Advocate,1997-10-17,57000000,152944660,144.0,7.2,1374,33.8473,95944660,1.68,1997,1
802,87428,That's My Boy,2012-06-14,70000000,58058367,116.0,5.5,453,21.723897,-11941633,-0.17,2012,0
803,8840,DragonHeart,1996-05-31,57000000,115267375,103.0,6.4,535,31.791979,58267375,1.02,1996,1
804,10589,After the Sunset,2004-11-12,60000000,61347797,97.0,6.0,226,14.113066,1347797,0.02,2004,1
805,71676,Ghost Rider: Spirit of Vengeance,2011-12-10,57000000,149217355,95.0,4.7,1135,48.622278,92217355,1.62,2011,1
806,1722,Captain Corelli's Mandolin,2001-08-17,57000000,62112895,131.0,5.5,145,9.061866,5112895,0.09,2001,1
807,10022,The Pacifier,2005-03-04,56000000,113006880,95.0,5.8,842,35.4763,57006880,1.02,2005,1
808,11358,Walking Tall,2004-04-02,56000000,57223890,86.0,6.0,381,23.438398,1223890,0.02,2004,1
809,13,Forrest Gump,1994-07-06,55000000,677945399,142.0,8.2,7927,138.133331,622945399,11.33,1994,1
810,6477,Alvin and the Chipmunks,2007-12-13,60000000,361366633,92.0,5.5,1177,47.336034,301366633,5.02,2007,1
811,1597,Meet the Parents,2000-10-06,55000000,330444045,108.0,6.6,1698,29.97224,275444045,5.01,2000,1
812,10530,Pocahontas,1995-06-14,55000000,346079773,81.0,6.7,1457,47.845589,291079773,5.29,1995,1
813,1924,Superman,1978-12-13,55000000,300218018,143.0,6.9,1022,48.507081,245218018,4.46,1978,1
814,9327,The Nutty Professor,1996-06-26,54000000,128769345,95.0,5.4,702,20.28119,74769345,1.38,1996,1
815,8488,Hitch,2005-02-10,70000000,368100420,118.0,6.4,1665,34.576913,298100420,4.26,2005,1
816,10603,George of the Jungle,1997-07-15,55000000,0,92.0,5.4,496,22.573237,-55000000,-1.0,1997,0
817,8273,American Wedding,2003-08-01,55000000,231449203,103.0,6.0,1129,36.194802,176449203,3.21,2003,1
818,109424,Captain Phillips,2013-10-10,55000000,95000000,134.0,7.6,2454,52.786917,40000000,0.73,2013,1
819,35056,Date Night,2010-04-08,55000000,152263880,97.0,5.9,1122,38.06168,97263880,1.77,2010,1
820,8839,Casper,1995-05-26,50000000,287928194,100.0,6.0,1019,19.830132,237928194,4.76,1995,1
821,156022,The Equalizer,2014-09-24,55000000,192330738,132.0,7.1,2954,79.922059,137330738,2.5,2014,1
822,7303,Maid in Manhattan,2002-12-13,55000000,154906693,105.0,5.6,485,19.738215,99906693,1.82,2002,1
823,8963,Crimson Tide,1995-05-12,53000000,157387195,116.0,7.0,498,20.334629,104387195,1.97,1995,1
824,1402,The Pursuit of Happyness,2006-12-14,55000000,307077295,117.0,7.7,2525,80.581367,252077295,4.58,2006,1
825,9315,Flightplan,2005-09-22,55000000,223387299,98.0,6.1,772,32.05145,168387299,3.06,2005,1
826,8984,Disclosure,1994-12-09,55000000,214015089,123.0,5.9,210,15.064058,159015089,2.89,1994,1
827,795,City of Angels,1998-04-10,55000000,198685114,114.0,6.4,529,21.272734,143685114,2.61,1998,1
828,24,Kill Bill: Vol. 1,2003-10-10,30000000,180949000,111.0,7.7,4949,79.754966,150949000,5.03,2003,1
829,11353,Bowfinger,1999-08-12,55000000,0,97.0,6.0,254,13.191829,-55000000,-1.0,1999,0
830,393,Kill Bill: Vol. 2,2004-04-16,30000000,152159461,136.0,7.6,3948,50.622607,122159461,4.07,2004,1
831,9618,Tango & Cash,1989-12-22,55000000,63408614,104.0,6.1,458,22.787667,8408614,0.15,1989,1
832,9374,Death Becomes Her,1992-07-30,55000000,149022650,104.0,6.3,636,29.498304,94022650,1.71,1992,1
833,8584,Shanghai Noon,2000-05-26,55000000,56932305,110.0,6.2,735,25.400935,1932305,0.04,2000,1
834,2320,Executive Decision,1996-03-15,55000000,121969216,133.0,5.8,256,17.231675,66969216,1.22,1996,1
835,58224,Mr. Popper's Penguins,2011-06-17,55000000,187361754,94.0,5.7,751,32.835777,132361754,2.41,2011,1
836,1729,The Forbidden Kingdom,2008-04-18,55000000,127906624,104.0,6.3,461,17.097041,72906624,1.33,2008,1
837,175574,Free Birds,2013-10-30,55000000,110000000,91.0,5.7,254,14.414937,55000000,1.0,2013,1
838,8077,Alien³,1992-05-22,50000000,159773545,114.0,6.2,1633,45.856409,109773545,2.2,1992,1
839,8818,Evita,1996-12-14,55000000,141047179,134.0,5.9,120,7.027139,86047179,1.56,1996,1
840,8195,Ronin,1998-09-25,55000000,41610884,122.0,6.7,658,32.657488,-13389116,-0.24,1998,0
841,10586,The Ghost and the Darkness,1996-10-11,50000000,75000000,109.0,6.4,236,12.46525,25000000,0.5,1996,1
842,116149,Paddington,2014-11-27,55000000,259207227,95.0,7.0,883,39.882276,204207227,3.71,2014,1
843,80035,The Watch,2012-07-26,68000000,68267862,98.0,5.3,881,39.395881,267862,0.0,2012,1
844,10632,The Hunted,2003-03-11,55000000,34234008,94.0,6.0,189,8.634954,-20765992,-0.38,2003,0
845,12117,Instinct,1999-06-04,80000000,0,126.0,6.2,146,7.386394,-80000000,-1.0,1999,0
846,1792,Stuck on You,2003-12-10,55000000,33828318,118.0,5.1,188,8.802525,-21171682,-0.38,2003,0
847,13260,Semi-Pro,2008-02-28,0,33472850,91.0,5.4,251,10.449975,33472850,33472850.0,2008,1
848,72197,The Pirates! In an Adventure with Scientists!,2012-03-12,60000000,118338361,88.0,6.4,374,23.700759,58338361,0.97,2012,1
849,3580,Changeling,2008-01-30,55000000,113020255,141.0,7.3,1131,27.50916,58020255,1.05,2008,1
850,12123,Chain Reaction,1996-08-02,50000000,60209334,107.0,5.3,284,20.58862,10209334,0.2,1996,1
851,9566,The Fan,1996-08-15,55000000,18626419,116.0,5.7,194,4.366488,-36373581,-0.66,1996,0
852,9833,The Phantom of the Opera,2004-12-08,70000000,154648887,143.0,7.0,438,18.927463,84648887,1.21,2004,1
853,4517,Elizabeth: The Golden Age,2007-09-09,55000000,74237563,114.0,6.6,303,15.274137,19237563,0.35,2007,1
854,8202,Æon Flux,2005-11-30,62000000,52304001,93.0,5.4,703,29.954302,-9695999,-0.16,2005,0
855,16072,Gods and Generals,2003-02-21,56000000,12923936,214.0,6.1,48,4.362535,-43076064,-0.77,2003,0
856,34314,Turbulence,1997-01-09,55000000,11466088,100.0,5.2,62,4.700024,-43533912,-0.79,1997,0
857,19724,Imagine That,2009-06-19,55000000,0,107.0,5.7,134,12.340384,-55000000,-1.0,2009,0
858,145220,Muppets Most Wanted,2014-03-20,50000000,80383290,112.0,6.2,316,14.808304,30383290,0.61,2014,1
859,14623,Thunderbirds,2004-07-23,57000000,28283637,95.0,4.2,91,9.27875,-28716363,-0.5,2004,0
860,42297,Burlesque,2010-11-23,55000000,89519773,119.0,6.9,573,22.863516,34519773,0.63,2010,1
861,2841,Un long dimanche de fiançailles,2004-10-26,47000000,0,133.0,7.1,346,23.05451,-47000000,-1.0,2004,0
862,802,Lolita,1962-06-13,2000000,9250000,153.0,7.3,395,23.962109,7250000,3.62,1962,1
863,10375,D-Tox,2002-01-04,55000000,6416302,96.0,5.3,123,12.669778,-48583698,-0.88,2002,0
864,36586,Blade II,2002-03-22,54000000,155010032,117.0,6.2,1528,67.169587,101010032,1.87,2002,1
865,11321,Seven Pounds,2008-12-18,55000000,168167691,123.0,7.5,2039,41.472404,113167691,2.06,2008,1
866,70074,Bullet to the Head,2013-01-31,55000000,9489829,92.0,5.2,481,22.503935,-45510171,-0.83,2013,0
867,242,The Godfather: Part III,1990-12-24,54000000,136766062,162.0,7.1,1546,59.194915,82766062,1.53,1990,1
868,9621,Elizabethtown,2005-10-06,57000000,52034889,123.0,6.1,327,22.894898,-4965111,-0.09,2005,0
