name,id
Universal Pictures,33.0
DNA Films,284.0
StudioCanal,694.0
Working Title Films,10163.0
Walt Disney Pictures,2.0
Pixar Animation Studios,3.0
Twentieth Century Fox Film Corporation,306.0
Underworld Entertainment,476.0
Jerry Weintraub Productions,2596.0
Warner Bros.,6194.0
Iguana Producciones,11134.0
Regency Enterprises,508.0
Warner Bros.,6194.0
Desilu Productions,39856.0
Walden Productions,60537.0
Universal Pictures,33.0
Spyglass Entertainment,158.0
Everyman Pictures,2242.0
Hammer & Tongs,2243.0
Touchstone Pictures,9195.0
Twentieth Century Fox Film Corporation,306.0
Davis Entertainment,1302.0
Culver Studios,89719.0
Impact Pictures,248.0
Davis-Films,342.0
Constantin Film Produktion,5755.0
Resident Evil Productions,58249.0
Happy Madison Productions,2608.0
Karz Entertainment,4194.0
Warner Bros.,6194.0
Gulfstream Pictures,20788.0
Paramount Pictures,4.0
Universal Pictures,33.0
David Foster Productions,496.0
Turman-Foster Company,662.0
Paramount Pictures,4.0
Columbia Pictures Corporation,441.0
The Kennedy/Marshall Company,862.0
Ixtlan,4198.0
Relativity Media,7295.0
Onda Entertainment,11802.0
New Line Cinema,12.0
Universal Pictures,33.0
StudioCanal,694.0
Playtone,4171.0
Warner Bros.,6194.0
Legendary Entertainment,84419.0
DNA Productions,89136.0
Dino De Laurentiis Company,10308.0
Revolution Studios,497.0
Team Todd,598.0
DreamWorks SKG,27.0
Scott Rudin Productions,258.0
BBC Films,288.0
Neal Street Productions,1522.0
Evamere Entertainment,1550.0
Goldcrest Pictures,11843.0
Donners' Company,431.0
Cheyenne Enterprises,890.0
Alcon Entertainment,1088.0
Nu Image Entertainment GmbH,4741.0
Millennium Films,10254.0
Emmett/Furla Films,10405.0
Equity Pictures Medienfonds GmbH & Co. KG III,10885.0
16 Block Productions,10886.0
StudioCanal,694.0
M6 Films,1115.0
Canal+,5358.0
CinéCinéma,6301.0
Babylon,11259.0
Babylon Films Limited,11260.0
M6,11261.0
MNP Entreprise,20240.0
Warner Bros.,6194.0
Seagal/Nasso Productions,17825.0
Columbia Pictures Corporation,441.0
Twentieth Century Fox Film Corporation,306.0
Regency Enterprises,508.0
Josephson Entertainment,1894.0
New Upstairs Productions,3855.0
Upstairs Canada Productions,3856.0
Epsilon Motion Pictures,1171.0
Franchise Pictures,1403.0
Morgan Creek Productions,10210.0
Clyde Is Hungry Films,12263.0
Pledge Productions,12264.0
Sony Pictures,34.0
Gaumont Columbia Tristar Films,145.0
Paramount Pictures,4.0
Village Roadshow Pictures,79.0
The Ladd Company,7965.0
Columbia Pictures,5.0
Miramax Films,14.0
Hollywood Pictures,915.0
Cinergi Pictures Entertainment,1504.0
Studio Babelsberg,264.0
Runteam Ltd.,265.0
R.P. Productions,355.0
France 2 Cinéma,15671.0
Hollywood Pictures,915.0
Cinergi Pictures Entertainment,1504.0
Calimari Productions,45518.0
Rai Cinema,2683.0
40 Acres & A Mule Filmworks,4319.0
Touchstone Pictures,9195.0
On My Own,20341.0
Beijing New Picture Film Co. Ltd.,724.0
Virtual Studios,449.0
Initial Entertainment Group,704.0
Saturn Films,831.0
International Production Company,1507.0
Blue Star Pictures,2779.0
Living Films,2877.0
Bangkok Dangerous,2878.0
Touchstone Pictures,9195.0
New Line Cinema,12.0
Grosvenor Park Media Ltd.,2053.0
Hollywood Pictures,915.0
Cinergi Pictures Entertainment,1504.0
Universal Pictures,33.0
Threshold Entertainment,4174.0
Lions Gate Family Entertainment,6574.0
GK Films,3281.0
Warner Bros.,6194.0
Smokehouse Pictures,22695.0
Warner Bros.,6194.0
Columbia Pictures,5.0
Original Film,333.0
Relativity Media,7295.0
Madhouse Entertainment,12199.0
Propaganda Films,278.0
Warner Bros.,6194.0
Baltimore Pictures,11407.0
TriStar Pictures,559.0
Carolco Pictures,14723.0
Columbia Pictures Corporation,441.0
RKO Radio Pictures,6.0
Walt Disney Productions,3166.0
United Artists,60.0
The Criterion Collection,10932.0
Lakeshore Entertainment,126.0
Screen Gems,3287.0
Twentieth Century Fox Film Corporation,306.0
Davis Entertainment,1302.0
Moving Picture Company (MPC),20478.0
TSG Entertainment,22213.0
Fountainbridge Films,414.0
Laurence Mark Productions,415.0
Columbia Pictures Corporation,441.0
Finding Forrester Productions,50830.0
Columbia Pictures,5.0
Canal Plus,104.0
Current Entertainment,972.0
Clubdeal,2748.0
TF1 Films Production,3823.0
EuropaCorp,6896.0
Qian Yian International,66739.0
Danny the Dog Prods Ltd.,66740.0
Konrad Pictures,85.0
Paramount Pictures,4.0
Mirage Enterprises,932.0
Davis Entertainment,1302.0
Universal Pictures,33.0
Marc Platt Productions,2527.0
Relativity Media,7295.0
CBS Films,5490.0
Millennium Films,10254.0
Chartoff-Winkler Productions,12252.0
Scared Productions,22035.0
Nu Image Entertainment GmbH,22443.0
Columbia Pictures,5.0
Original Film,333.0
Stephen J. Cannell Productions,5585.0
Relativity Media,7295.0
Metro-Goldwyn-Mayer (MGM),8411.0
Bookshop Productions,282.0
Notting Hill Pictures,283.0
Working Title Films,10163.0
Polygram Filmed Entertainment,31080.0
DreamWorks SKG,27.0
Aardman Animations,297.0
DreamWorks Animation,521.0
Pathé,7981.0
Jersey Films,216.0
Loofah Productions,53626.0
Paramount Pictures,4.0
Ingenious Film Partners,289.0
Ingenious Media,290.0
Twentieth Century Fox Film Corporation,306.0
Chernin Entertainment,7076.0
Big Screen Productions,10893.0
TSG Entertainment,22213.0
Twentieth Century Fox Film Corporation,306.0
MCL Films S.A.,11451.0
Walwa Films S.A.,11452.0
Columbia Pictures,5.0
Happy Madison Productions,2608.0
Broken Road Productions,8000.0
Twentieth Century Fox Film Corporation,306.0
Regency Enterprises,508.0
Monarch Pictures,966.0
Epsilon Motion Pictures,1171.0
New Regency Pictures,10104.0
Manifest Film Company,20719.0
TriStar Pictures,559.0
Phoenix Pictures,11317.0
Lakeshore Entertainment,126.0
Universal Pictures,33.0
Eon Productions,7576.0
Appian Way,562.0
Warner Bros.,6194.0
Random Films,7262.0
New Line Cinema,12.0
Industry Entertainment,376.0
Tribeca Productions,11391.0
New Redemption Pictures,67171.0
Hollywood Pictures,915.0
Cinergi Pictures Entertainment,1504.0
Allied Filmmakers,1755.0
Walt Disney,5888.0
Nintendo,12288.0
Saturn Films,831.0
Ascendant Pictures,1204.0
Endgame Entertainment,1205.0
Entertainment Manufacturing Company,1206.0
Rising Star,1208.0
Copag V,21938.0
Beijing New Picture Film Co. Ltd.,724.0
China Film Co-Production Corporation,2269.0
Lakeshore Entertainment,126.0
Sidney Kimmel Entertainment,737.0
Columbia Pictures,5.0
Point Grey Pictures,16615.0
Boram Entertainment Inc.,2965.0
France 2 Cinéma,83.0
France 3 Cinéma,591.0
Epithète Films,7286.0
France 3 (FR 3),11244.0
Région Ile-de-France,11246.0
France 2 (FR2),11359.0
Orange Cinéma Séries,11620.0
Tapioca Films,12000.0
Warner Bros. Entertainment France,12001.0
Imagine Entertainment,23.0
Mikona Productions GmbH & Co. KG,24.0
Pathé Films,4959.0
Boréales,8606.0
Columbia Pictures Corporation,441.0
Escape Artists,1423.0
Black and Blu Entertainment,53007.0
Finestkind,53008.0
Living Films,2877.0
Emperor Multimedia Group (EMG),3320.0
Golden Port Productions Ltd.,73998.0
Spyglass Entertainment,158.0
The Kennedy/Marshall Company,862.0
Hollywood Pictures,915.0
Barry Mendel Productions,17032.0
Summit Entertainment,491.0
Di Bonaventura Picture,5955.0
Ingenious Media,290.0
Dune Entertainment,444.0
Fox 2000 Pictures,711.0
Deuce Three Productions,812.0
Sunswept Entertainment,5219.0
Red Hour Films,12178.0
Columbia Pictures Corporation,441.0
Jerry Weintraub Productions,2596.0
Delphi Films,4267.0
Columbia Pictures,5.0
Atlas Entertainment,507.0
Annapurna Pictures,13184.0
Touchstone Pictures,9195.0
Mandeville Films,10227.0
Kurtzman/Orci,12536.0
Paramount Pictures,4.0
Universal Pictures,33.0
Amblin Entertainment,56.0
U-Drive Productions,20448.0
Universal Pictures,33.0
TF1 Films Production,3823.0
Canal+,5358.0
EuropaCorp,6896.0
Ciné+,23616.0
Focus Features,10146.0
Trigger Street Productions,11801.0
Michael De Luca Productions,27551.0
Dimension Films,7405.0
Regency Enterprises,508.0
Warner Bros.,6194.0
Twentieth Century Fox Film Corporation,306.0
Robert Simonds Productions,3929.0
Universal Pictures,33.0
Weed Road Pictures,433.0
Herrick Entertainment,6666.0
Leverage Management,8536.0
Closest to the Hole Productions,8537.0
Emmett/Furla Films,10405.0
Envision Entertainment Corporation,11030.0
Film 44,20153.0
Foresight Unlimited,21897.0
Hollywood Studios International,22610.0
Spikings Entertainment,22611.0
Columbia Pictures Corporation,441.0
Parkway Productions,1350.0
New Line Cinema,12.0
Dune Entertainment,444.0
The Safran Company,11565.0
Evergreen Media Group,31375.0
warner bross Turkey,47502.0
Soho VFX,54392.0
Atomic Monster,76907.0
Columbia Pictures,5.0
Scott Rudin Productions,258.0
Relativity Media,7295.0
New Line Cinema,12.0
Flower Films (II),19813.0
Internationale Filmproduktion Blackswan,51190.0
Dimension Films,7405.0
Konrad Pictures,85.0
Craven-Maddalena Films,1600.0
Dimension Films,7405.0
Universal Pictures,33.0
Amblin Entertainment,56.0
U-Drive Productions,20448.0
Gary Sanchez Productions,4740.0
Warner Bros.,6194.0
American Zoetrope,70.0
Columbia Pictures Corporation,441.0
Osiris Films,2019.0
Columbia Pictures,5.0
Scott Rudin Productions,258.0
Easy There Tiger Productions,11804.0
Warner Bros.,6194.0
Paramount Pictures,4.0
Miramax Films,14.0
Timnick Films,679.0
Mirage Enterprises,932.0
New Line Cinema,12.0
Universal Pictures,33.0
Conundrum Entertainment,1156.0
Red Granite Pictures,19177.0
Walt Disney Pictures,2.0
Spyglass Entertainment,158.0
Vertigo Entertainment,829.0
"Kennedy/Marshall Company, The",7383.0
Mandeville Films,10227.0
Winking Productions,20669.0
Waverly Films,735.0
Warner Bros.,6194.0
Universal Pictures,33.0
Cube Vision,2780.0
Will Packer Productions,49968.0
Reel Chefs Catering,83397.0
Morgan Creek Productions,10210.0
Universal Pictures,33.0
Bristol Bay Productions,2233.0
Baldwin Entertainment Group,2234.0
Anvil Films,8833.0
Dimension Films,7405.0
Troublemaker Studios,10807.0
Miramax,53009.0
Columbia Pictures,5.0
Original Film,333.0
Kanzaman,4169.0
Relativity Media,7295.0
Art In Motion,31604.0
The Montecito Picture Company,2364.0
De Line Pictures,2609.0
Bernard Gayle Productions,3194.0
Twentieth Century Fox Film Corporation,306.0
Camelot Productions,523.0
Canal Plus Group,524.0
Ixtlan Productions,525.0
Warner Bros.,6194.0
Twentieth Century Fox Film Corporation,306.0
Regency Enterprises,508.0
Epsilon Motion Pictures,1171.0
Firm Films,1838.0
Deep River Productions,2646.0
New Regency Pictures,10104.0
Ed Friendly Productions,47635.0
Runteldat Entertainment,73956.0
Big Lou House Productions,79036.0
DreamWorks SKG,27.0
Newmarket Capital Group,506.0
Lawrence Bender Productions,2253.0
Pistolero Productions LLC,55852.0
New Line Cinema,12.0
Offspring Entertainment,2378.0
Twentieth Century Fox Film Corporation,306.0
LBI Productions,75017.0
New Line Cinema,12.0
Practical Pictures,48788.0
Parallel Zide,48792.0
DreamWorks SKG,27.0
Amblin Entertainment,56.0
Studio Babelsberg,264.0
Fox 2000 Pictures,711.0
Marc Platt Productions,2527.0
Participant Media,6735.0
Reliance Entertainment,7294.0
TSG Entertainment,22213.0
Twentieth Century Fox Film Corporation,306.0
Davis Entertainment,1302.0
Universal Pictures,33.0
Spyglass Entertainment,158.0
Relativity Media,7295.0
Apatow Productions,10105.0
Miramax Films,14.0
Universal Pictures,33.0
Amblin Entertainment,56.0
DreamWorks Pictures,7293.0
New Line Cinema,12.0
Pull Down Your Pants Pictures,3907.0
Todd McFarlane Entertainment,23364.0
Spyglass Entertainment,158.0
World 2000 Entertainment,7692.0
Count of Monte Cristo Ltd.,7693.0
Touchstone Pictures,9195.0
Lakeshore Entertainment,126.0
Sidney Kimmel Entertainment,737.0
Lionsgate,1632.0
Studio Babelsberg,264.0
StudioCanal,694.0
Dark Castle Entertainment,1786.0
TF1 Films Production,3823.0
Canal+,5358.0
Panda Productions Inc.,12408.0
Horticus UK,12409.0
Warner Bros.,6194.0
Touchstone Pictures,9195.0
Syncopy,9996.0
New Line Cinema,12.0
BenderSpink,6363.0
RatPac Entertainment,28732.0
Rainmaker Entertainment,2213.0
Mainframe Entertainment,5024.0
"Weinstein Company, The",7289.0
Icon Productions,152.0
Icon Entertainment International,4564.0
Touchstone Pictures,9195.0
United Artists,60.0
Eon Productions,7576.0
Twentieth Century Fox Film Corporation,306.0
Davis Entertainment,1302.0
Dune Entertainment III,6332.0
Troublemaker Studios,10807.0
Universal Pictures,33.0
Mirage Enterprises,932.0
Northern Lights Entertainment,8816.0
Columbia Pictures Corporation,441.0
Pariah Entertainment Group,1271.0
Grand Slam Productions,23651.0
Mel's Cite du Cinema,54502.0
Village Roadshow Pictures,79.0
Vertigo Entertainment,829.0
Sound for Film,1143.0
Warner Bros.,6194.0
Universal Pictures,33.0
MFPV Film,69.0
Double Feature Films,215.0
ShadowCatcher Entertainment,12269.0
Daniel Bobker Productions,12270.0
Brick Dust Productions LLC,12271.0
Walt Disney Pictures,2.0
Columbia Pictures,5.0
Original Film,333.0
Warner Bros.,6194.0
Paramount Pictures,4.0
Constellation Entertainment,14941.0
Columbia Pictures Corporation,441.0
Dark Castle Entertainment,1786.0
Warner Bros.,6194.0
DreamWorks SKG,27.0
Hollywood Pictures,915.0
Cinergi Pictures Entertainment,1504.0
Twentieth Century Fox Film Corporation,306.0
Dune Entertainment,444.0
Davis Entertainment,1302.0
Brandywine Productions,19747.0
Davis Entertainment,1302.0
Silver Pictures,1885.0
Warner Bros.,6194.0
Lakeshore Entertainment,126.0
Metro-Goldwyn-Mayer (MGM),8411.0
Village Roadshow Pictures,79.0
Castle Rock Entertainment,97.0
Reserve Room,10222.0
Flower Films (II),19813.0
Universal Pictures,33.0
Big Talk Productions,443.0
Relativity Media,7295.0
Working Title Films,10163.0
Paramount Pictures,4.0
Skydance Productions,6277.0
Dimension Films,7405.0
Columbia Pictures Corporation,441.0
Hofflund/Polone,1685.0
Global Entertainment Productions GmbH & Company Medien KG,9269.0
Imagine Entertainment,23.0
Ixtlan Productions,525.0
Carolco Pictures,14723.0
Bill Graham Films,78806.0
Escape Artists,1423.0
Media Rights Capital,2531.0
Sony Pictures Entertainment (SPE),7431.0
LStar Capital,34034.0
Laurence Mark Productions,415.0
Columbia Pictures Corporation,441.0
Global Entertainment Productions GmbH & Company Medien KG,9269.0
Nora Ephron Productions,67153.0
New Line Cinema,12.0
Practical Pictures,48788.0
Parallel Zide,48792.0
Castle Rock Entertainment,97.0
Warner Bros.,6194.0
Bel Air Entertainment,788.0
Warner Bros.,6194.0
Fox 2000 Pictures,711.0
Wildgaze Films,1508.0
Alan Greenspan Productions,6401.0
Mars Media Beteiligungs,6402.0
Flower Films (II),19813.0
ELC Productions Ltd.,73953.0
Paramount Pictures,4.0
Apatow Productions,10105.0
Media Rights Capital,2531.0
Fuzzy Door Productions,8789.0
Bluegrass Films,27451.0
RGB Media,31470.0
Universal Pictures,33.0
Paramount Pictures,4.0
Scott Rudin Productions,258.0
Warner Bros.,6194.0
Bad Robot,11461.0
Goldcrest Pictures,11843.0
Paramount Pictures,4.0
MTV Films,746.0
Cent Productions Inc.,54336.0
Amen Ra Films,421.0
Franchise Pictures,1403.0
Warner Bros.,6194.0
Morgan Creek Productions,10210.0
Columbia Pictures,5.0
1492 Pictures,436.0
Revolution Studios,497.0
Paramount Pictures,4.0
Icon Entertainment International,4564.0
Munich Film Partners & Company (MFP) BTC Productions,42221.0
Paramount Pictures,4.0
Cherry Alley Productions,2232.0
New Line Cinema,12.0
Crystal Sky Worldwide,4077.0
MDP Worldwide,10828.0
ApolloMedia Distribution,16850.0
"Carousel Picture Company, The",19944.0
Signature Entertainment,23770.0
Luxembourg Film Fund,46195.0
D'Artagnan Productions Limited,53010.0
Q&Q Medien GmbH,53011.0
Columbia Pictures,5.0
Scott Rudin Productions,258.0
BBC Films,288.0
Ruby Films,2054.0
Relativity Media,7295.0
Focus Features,10146.0
Bel Air Entertainment,788.0
Warner Bros.,6194.0
Village Roadshow Pictures,79.0
Dark Castle Entertainment,1786.0
Warner Bros.,6194.0
Eyetronics,15763.0
Chime Films,19965.0
Scorsese Productions,120.0
Cinergi Pictures Entertainment,1504.0
Touchstone Pictures,9195.0
TF1 Films Production,3823.0
Canal+,5358.0
CinéCinéma,6301.0
Grive Productions,6877.0
EuropaCorp,6896.0
A.J.O.Z. Films,11473.0
Warner Bros.,6194.0
Warner Bros. Pictures,174.0
Epsilon Motion Pictures,1171.0
Franchise Pictures,1403.0
Brad Grey Pictures,10958.0
Sea Breeze Productions Inc.,76490.0
Metro-Goldwyn-Mayer (MGM),8411.0
Village Roadshow Pictures,79.0
Original Film,333.0
Warner Bros.,6194.0
Columbia Pictures,5.0
Castle Rock Entertainment,97.0
United Artists,60.0
Le Studio Canal+,183.0
Carolco Pictures,14723.0
American Zoetrope,70.0
Columbia Pictures Corporation,441.0
Pricel,6542.0
Tohokushinsha Film,12387.0
Commission du Film France,20637.0
Commission du Film Île-de-France,20638.0
Twentieth Century Fox Film Corporation,306.0
Franchise Pictures,1403.0
Warner Bros.,6194.0
Morgan Creek Productions,10210.0
The Canton Company,22351.0
Summit Entertainment,491.0
Telecinco Cinema,2674.0
Apaches Entertainment,8111.0
Canal+ España,9335.0
Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),9974.0
Institut Valenciã de Cinematografia (IVAC),18309.0
Mediaset España,21632.0
La Trini,53490.0
Generalitat Valenciana,53491.0
Columbia Pictures,5.0
Twentieth Century Fox Film Corporation,306.0
Regency Enterprises,508.0
Indian Paintbrush,9350.0
American Empirical Pictures,23449.0
Regency Enterprises,508.0
Epsilon Motion Pictures,1171.0
Davis Entertainment,1302.0
New Regency Pictures,10104.0
Monarchy Enterprises S.a.r.l.,77845.0
Atchity Entertainment International (AEI),81134.0
Regency Enterprises,508.0
Alcor Films,644.0
Canal+,5358.0
Warner Bros.,6194.0
Cornelius Productions,67992.0
France 3 Cinéma,591.0
Claudie Ossard Productions,592.0
MMC Independent,4411.0
Canal+,5358.0
Tapioca Films,12000.0
Sofica Sofinergie 5,23446.0
Victoires Productions,25020.0
Filmstiftung Nordrhein-Westfalen,27897.0
Union Générale Cinématographique (UGC),30994.0
DiNovi Pictures,813.0
Dualstar Productions,6130.0
Warner Bros.,6194.0
Paramount Pictures,4.0
Patalex Productions,57751.0
Universal Pictures,33.0
Anonymous Content,10039.0
Working Title Films,10163.0
Columbia Pictures Corporation,441.0
Mandalay Entertainment,1236.0
Milagro Films,1070.0
Franchise Pictures,1403.0
DoRo Fiction Film,2193.0
Signature Pictures,2982.0
ApolloMedia Distribution,16850.0
"Carousel Picture Company, The",19944.0
Luxembourg Film Fund,46195.0
Filmyard Underwaterdeco,48618.0
Universal Pictures,33.0
Miramax Films,14.0
Flower Films,2214.0
Dimension Films,7405.0
ITC Entertainment,1584.0
TriStar Pictures,559.0
Baumgarten-Prophet Entertainment,12968.0
Impact Pictures,248.0
Constantin Film Produktion,5755.0
Dimension Films,7405.0
Marty Katz Productions,12552.0
Mojo Films,21635.0
PK Pictures,21636.0
Paramount Pictures,4.0
Extreme Productions,16849.0
ApolloMedia Distribution,16850.0
Gaumont,9.0
Hollywood Pictures,915.0
Bruin Grip Services,5330.0
DNA Films,284.0
Ingenious Film Partners,289.0
UK Film Council,2452.0
Moving Picture Company (MPC),20478.0
Paramount Pictures,4.0
DreamWorks SKG,27.0
Saturn Films,831.0
Varsity Pictures,6024.0
Fathom Studios,3796.0
Electric Eye Entertainment Corporation,11623.0
StudioCanal,694.0
Silver Pictures,1885.0
TF1 Films Production,3823.0
Canal+,5358.0
Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),9974.0
Nostromo Pictures,11068.0
Anton Capital Entertainment (ACE),20664.0
Institut Català de les Empreses Culturals (ICEC),35559.0
Prone Gunman,58772.0
Amazon Prime Instant Video,58773.0
Prone Gunman A.I.E.,58774.0
Isle of Man Film,2268.0
"Weinstein Company, The",7289.0
Samuelson Productions,22514.0
Paramount Pictures,4.0
DreamWorks SKG,27.0
Cold Spring Pictures,2363.0
"Montecito Picture Company, The",4607.0
United Artists,60.0
Suftley,87394.0
Intermedia Films,763.0
PolyGram Filmed Entertainment,1382.0
Silver Pictures,1885.0
Warner Bros.,6194.0
Working Title Films,10163.0
PolyGram Filmproduktion,23873.0
Applause Pictures,5346.0
Media Asia Films,5552.0
Beijing Jinyinma Movie & TV Culture Co.,5636.0
Stellar Mega Films,6838.0
Beijing Poly-bona Film Publishing Company,11414.0
Chengtian Entertainment,11417.0
Morgan & Chan Films,12183.0
Talent Aid International,12184.0
China Film Group Corporation (CFGC),14714.0
Wild Bunch,856.0
Ibrus,3622.0
Kazakhfilm Studios,3623.0
True Story Production,3624.0
CJ Entertainment,7036.0
Opus Pictures,7270.0
Stillking Films,11345.0
SnowPiercer,21122.0
Moho Film,34725.0
Europa Corp,1075.0
Scanbox,8992.0
Touchstone Pictures,9195.0
Mandeville Films,10227.0
"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",59952.0
Burro Productions,59955.0
Miramax Films,14.0
Crowvision Inc.,4028.0
Entertainment Media Investment Corporation,4029.0
Jeff Most Productions,4030.0
Edward R. Pressman Film,6455.0
Arka Media Works,57946.0
New Line Cinema,12.0
Plan B Entertainment,81.0
Nick Wechsler Productions,8073.0
Internationale Scarena Filmproduktionsgesellschaft 2,23046.0
Universal Pictures,33.0
Gold Circle Films,12026.0
Tim Burton Productions,8601.0
Universal Pictures,33.0
Barry Mendel Productions,17032.0
Paramount Pictures,4.0
Cort/Madden Productions,53673.0
ATR Films,53904.0
MMP Erste Filmproduktions,53905.0
Moviemakers Productions (MMP),53906.0
Warner Bros.,6194.0
Dovemead Films,51861.0
Cantharus Productions,51903.0
Gerber Pictures,975.0
Warner Bros.,6194.0
Metropolitan Filmexport,656.0
Lion Rock Productions,2812.0
Showbox,3491.0
Touchstone Pictures,9195.0
Lakeshore Entertainment,126.0
Relativity Media,7295.0
Imagine Entertainment,23.0
Universal Pictures,33.0
Dimension Films,7405.0
Paramount Pictures,4.0
The Weinstein Company,308.0
Block 2 Pictures,539.0
Wild Bunch,856.0
Annapurna Pictures,13184.0
Jet Tone Films,26492.0
Sil-Metropole Organisation Ltd.,35050.0
Ingenious Media,290.0
Dune Entertainment,444.0
Fox 2000 Pictures,711.0
Flashpoint Entertainment,7717.0
Big Screen Productions,10893.0
Mili Pictures,60714.0
Universal Pictures,33.0
Beacon Communications,919.0
Azoff Entertainment,10619.0
Winkler Films,8880.0
Davis Entertainment,1302.0
Metro-Goldwyn-Mayer (MGM),8411.0
Columbia Pictures,5.0
Happy Madison Productions,2608.0
Sony Pictures Releasing,3045.0
Sony Pictures Entertainment (SPE),7431.0
LStar Capital,34034.0
Hey Eddie,46222.0
Epsilon Motion Pictures,1171.0
Morgan Creek Productions,10210.0
The Canton Company,22351.0
AE Two Film Productions,89132.0
Angel Eyes Productions,89133.0
Regency Enterprises,508.0
Fox 2000 Pictures,711.0
Kopelson Entertainment,824.0
Epsilon Motion Pictures,1171.0
Atchity Entertainment International (AEI),81134.0
Bac Films,208.0
Kino Vision,353.0
Orly Films,354.0
R.P. Productions,355.0
Vía Digital,357.0
Artisan Entertainment,2188.0
Origen Producciones Cinematograficas S.A.,3315.0
TF1 Films Production,3823.0
Canal+,5358.0
Canal+ España,9335.0
Columbia Pictures,5.0
Castle Rock Entertainment,97.0
Simian Films,10153.0
Bel Air Entertainment,788.0
Warner Bros.,6194.0
Robert Lawrence Productions,12245.0
Metal Productions Inc.,89134.0
Maysville Pictures,89135.0
Smokewood Entertainment Group,4424.0
Hollywood Pictures,915.0
Largo Entertainment,1644.0
Scott Free Productions,1645.0
Universal Pictures,33.0
Turman-Foster Company,662.0
One Race Productions,1225.0
Radar Pictures,14718.0
Riddick Canada Productions,23634.0
Paramount Pictures,4.0
Pacific Western,1280.0
Rysher Entertainment,11661.0
Dimension Films,7405.0
Playtone,4171.0
Walden Media,10221.0
Ghoulardi Film Company,178.0
The Weinstein Company,308.0
Annapurna Pictures,13184.0
Ingenious Film Partners,289.0
Dino de Laurentiis Cinematografica,1216.0
Dino De Laurentiis Company,10308.0
Zephyr Films,16923.0
Red Lion Sarl,17234.0
Carthago Films S.a.r.l.,20395.0
Davis Entertainment,1302.0
Relativity Media,7295.0
IDEA Filmproduktions,59972.0
Columbia Pictures,5.0
GK Films,3281.0
Material Pictures,12139.0
LStar Capital,34034.0
New Line Cinema,12.0
Warner Bros.,6194.0
Metro-Goldwyn-Mayer (MGM),8411.0
Chartoff Winkler Productions,88686.0
Legendary Pictures,923.0
GK Films,3281.0
Thunder Road Pictures,3528.0
Warner Bros.,6194.0
Alcon Entertainment,1088.0
Lionsgate,1632.0
Phoenix Pictures,11317.0
What to Expect Productions,19577.0
Mike Zoss Productions,2092.0
Studio Canal,5870.0
Relativity Media,7295.0
Focus Features,10146.0
Working Title Films,10163.0
Walden Media,10221.0
Revolution Films,163.0
Working Title Films,10163.0
Cross Creek Pictures,10246.0
Exclusive Media Group,11448.0
Double Negative,31922.0
New Line Cinema,12.0
Ghoulardi Film Company,178.0
The Magnolia Project,179.0
Warner Bros.,6194.0
New Line Cinema,12.0
Flower Films,2214.0
Metro-Goldwyn-Mayer Pictures,6127.0
Alcon Entertainment,1088.0
Arc Productions,10280.0
Summit Entertainment,491.0
Maverick Films,4000.0
Imprint Entertainment,5218.0
Goldcrest Pictures,11843.0
Temple Hill Entertainment,12292.0
Twilight Productions,57750.0
New Line Cinema,12.0
Burg/Koules Productions,17106.0
Evolution Entertainment,23019.0
Columbia Pictures,5.0
New Line Cinema,12.0
BenderSpink,6363.0
Heyday Films,7364.0
Newman/Tooley Films,16791.0
Vincent Newman Entertainment,17929.0
Slap Happy Productions (II),31073.0
Art Pictures Studio,3451.0
Non-Stop Productions,5630.0
Telekanal STS,22691.0
Premiere Stealth Rights,46831.0
Paramount Pictures,4.0
Dino De Laurentiis Company,10308.0
Spelling Films,10355.0
PSO International,427.0
TaliaFilm II Productions,67984.0
Woodcote,67985.0
United Artists,60.0
Metro-Goldwyn-Mayer (MGM),8411.0
New Crime Productions,12886.0
Alcon Entertainment,1088.0
Color Force,5420.0
Boxing Cat Films,12626.0
St. Petersburg Clearwater Film Commission,68621.0
Dimension Films,7405.0
Marty Katz Productions,12552.0
New Line Cinema,12.0
Newman/Tooley Films,16791.0
Joseph Nittolo Entertainment,21975.0
"""DIA"" Productions GmbH & Co. KG",37103.0
Scott Rudin Productions,258.0
Vinyl Films,485.0
Columbia Pictures,5.0
Castle Rock Entertainment,97.0
Universal Pictures,33.0
The Kennedy/Marshall Company,862.0
New Line Cinema,12.0
Contrafilm,1836.0
Mid Atlantic Films,2735.0
Hungarian National Film Office,17336.0
Lazio Film Commission,20419.0
Rome Film Commission,21211.0
Italian Tax Credit,21212.0
Columbia Pictures,5.0
Jersey Films,216.0
Universal Pictures,33.0
Mutual Film Company,762.0
Toho Company,882.0
British Broadcasting Corporation (BBC),3324.0
Marubeni,4650.0
Tele München Fernseh Produktionsgesellschaft (TMG),7237.0
Lobell/Bergman Productions,10513.0
Starz Media,2659.0
Starz Animation,2885.0
Odyssey Entertainment,3539.0
Studiopolis,81138.0
Vanguard Animation,81139.0
DreamWorks SKG,27.0
3 Arts Entertainment,36390.0
Legendary Pictures,923.0
Green Hat Films,3527.0
Warner Bros.,6194.0
IFP Westcoast Erste,12235.0
Mandarin Films Distribution Co.,4054.0
